outage_id,tower_id,region,location,outage_start,outage_end,duration_minutes,outage_type,affected_users,reported_by
ad934042-e92e-4894-9db2-b63739dffde0,TWR037,East,Location_20,2024-10-03T06:00:00,2024-10-03T06:20:00,20.0,Hardware,0.0,Auto
fbe9fbac-dc3d-4ad2-9b11-0c2ec9a855fb,TWR092,South,Location_28,2024-07-17T02:00:00,2024-07-17T06:52:00,292.0,Other,134.0,Other
728ce81a-939f-43a0-836a-54e1be82fbbb,TWR082,East,Location_60,2024-05-21T08:00:00,2024-05-21T08:35:00,35.0,Other,129.0,Auto
c33f2305-ff51-44f4-a0ff-eac52def6f8e,TWR021,Central,Location_46,2024-01-21T20:00:00,2024-01-21T22:29:00,149.0,Unkown,94.0,Auto
f1967da5-aa0d-4884-b453-7d48ca31632b,TWR081,West,Location_17,2024-05-04T03:00:00,2024-05-04T04:47:00,107.0,Power,0.0,User
83060d29-708c-4ca9-9d57-78b0f227b082,TWR004,East,Mismatch_10,2024-05-15T18:00:00,2024-05-15T19:56:00,116.0,Software,109.0,User
f482691e-eae5-4d59-8448-ee6fcb5b78fa,TWR077,West,Location_27,2024-10-03T00:00:00,2024-10-03T00:50:00,50.0,Power,131.0,Auto
f31cd7e4-fad2-439f-9542-29cd70bae7d9,TWR004,West,Location_80,,2024-09-04T09:30:00,90.0,Software,169.0,Admin
9a68c664-cd52-437e-b1a8-24819f42c161,TWR064,Central,Location_36,2024-05-29T08:00:00,2024-05-29T08:49:00,49.0,Software,21.0,Auto
cd1112b5-e71f-4d12-af8b-28975eb9a35e,TWR031,West,Location_75,2024-11-04T00:00:00,2024-11-04T00:45:00,45.0,Hardware,107.0,Admin
39fe98c2-744f-4b76-bc07-20789ddc40cc,TWR049,North,Location_89,2024-07-16T11:00:00,2024-07-16T14:51:00,231.0,Unkown,71.0,User
6cd1426e-9977-4894-ab4f-5de0056cfe77,TWR003,West,Location_98,2024-07-26T13:00:00,2024-07-26T16:32:00,212.0,Power,127.0,Admin
08bfc94c-2d13-47c8-9fae-388c001cf800,TWR043,North,Location_53,2024-07-10T15:00:00,2024-07-10T16:01:00,61.0,Power,150.0,Auto
8b501328-c331-4d5d-93df-304a5568ff2e,TWR035,South,Mismatch_5,2024-12-11T04:00:00,2024-12-11T05:51:00,111.0,Hardware,146.0,User
287c81c1-e3cb-4191-93f5-d4e2e3b460b5,TWR059,North,Mismatch_2,2024-05-06T03:00:00,2024-05-06T04:43:00,103.0,Software,226.0,Admin
51ba499b-b386-4d5d-a7ae-3e238cbe7c41,TWR052,West,Location_50,2024-05-07T14:00:00,2024-05-07T14:12:00,12.0,Software,91.0,Admin
f0cc63fe-4ef7-4ebf-af11-ba943954df42,TWR013,East,Location_61,2024-04-07T23:00:00,2024-04-08T00:29:00,89.0,Power,135.0,User
6c35c7d0-ab46-4581-bb00-b220f3096808,TWR057,North,Location_43,2024-08-11T12:00:00,2024-08-11T13:49:00,109.0,Software,133.0,User
2d9defc7-8237-4249-b766-bf98365ae8d8,TWR083,West,Location_51,2024-07-30T18:00:00,2024-07-30T20:46:00,166.0,Other,24.0,User
78849506-2dd9-4775-b832-59ad136745c3,TWR066,Central,Location_15,2024-06-08T15:00:00,2024-06-08T16:32:00,92.0,Unkown,70.0,Admin
d8e1901d-a04f-4451-b3e4-95a1ea3d34db,TWR002,East,Location_8,2024-04-26T07:00:00,2024-04-26T08:16:00,76.0,Hardware,84.0,User
1f877250-d9ea-4a52-9c24-4ab8565a41e3,TWR051,North,Location_27,2024-02-27T14:00:00,2024-02-27T16:48:00,168.0,S0ftware,93.0,Other
be3da7fb-d87a-4ea8-a865-f94aa2aed13a,TWR075,Central,Mismatch_7,2024-11-30T03:00:00,2024-11-30T07:54:00,294.0,Power,71.0,Other
45e9fd05-50a8-4754-98c6-701c9c3ac50e,TWR011,South,Location_60,2024-08-05T08:00:00,2024-08-05T09:49:00,109.0,Software,72.0,Other
3317b5c5-7089-46ed-92f3-9e14e0af839f,TWR075,South,,2024-05-23T19:00:00,2024-05-23T23:25:00,265.0,Hardware,87.0,Auto
d72921b4-ad4b-4151-b1f9-bba2850e9f81,TWR030,West,Location_56,2024-05-01T12:00:00,2024-05-01T14:56:00,176.0,Hardware,83.0,Admin
0905aadc-5949-438b-855e-69a847561acf,TWR045,West,Location_76,2024-03-18T11:00:00,2024-03-18T13:43:00,163.0,S0ftware,144.0,User
0a361312-df22-4305-b598-12f452ba03a7,TWR100,Central,Location_48,2024-05-27T21:00:00,2024-05-27T21:47:00,47.0,Other,20.0,Admin
387c7cd1-1ca8-4af2-8766-e4f474492550,TWR078,Central,Location_97,2024-01-17T16:00:00,2024-01-17T15:31:00,-29.0,Hardware,72.0,Auto
5806276a-d328-4767-826d-c256909802bc,TWR071,Central,Mismatch_9,2024-09-05T00:00:00,2024-09-05T03:49:00,229.0,Software,14.0,Other
8ad6ccd3-326a-4426-882c-492182b0b3fb,TWR072,Central,Location_82,2024-03-22T01:00:00,2024-03-22T00:31:00,-29.0,S0ftware,53.0,Auto
6370c956-d53d-4236-acc6-f6a6365619a3,TWR036,South,Location_40,2024-02-22T15:00:00,2024-02-22T18:58:00,238.0,Power,45.0,Other
de8de18f-dd3c-4c10-8eaa-8762dad40209,TWR016,South,Location_96,2024-11-20T04:00:00,2024-11-20T07:39:00,219.0,Unkown,159.0,User
3d30f317-985a-4ed4-9343-adaa5ea3a64f,TWR004,West,Mismatch_2,2024-04-15T17:00:00,2024-04-15T19:32:00,152.0,Software,125.0,Other
7b55a447-a123-4d16-9a95-cf7fc34c751d,TWR017,South,Location_24,2024-12-13T01:00:00,2024-12-13T01:51:00,51.0,S0ftware,167.0,Auto
97e5c998-5bc9-4410-a2ca-83f68c7565bc,TWR049,East,Location_20,2024-06-17T05:00:00,2024-06-17T09:52:00,292.0,,59.0,User
ebbb54c6-7ecb-49b7-9fe5-038dac38e10b,TWR078,East,Location_77,2024-04-15T01:00:00,2024-04-15T03:14:00,134.0,Software,82.0,Other
5810eda0-8e43-47d5-895a-4a3685aeaff5,TWR073,West,Location_72,2024-02-05T05:00:00,2024-02-05T05:13:00,13.0,Software,170.0,Admin
cbc1d8ac-5a75-40c8-ab66-0bce0d0ffbdd,TWR095,South,Location_14,2024-12-28T13:00:00,2024-12-28T14:59:00,119.0,Software,175.0,Auto
4b6f822d-7762-47c1-8494-844c0cb4dbcd,TWR060,North,Location_48,2024-06-04T08:00:00,2024-06-04T08:52:00,52.0,Unkown,120.0,Other
c99e78d5-9b35-4f61-866f-8d84a0058e9b,TWR094,South,,2024-02-17T20:00:00,2024-02-17T20:06:00,6.0,Unkown,95.0,Auto
738c418e-fec8-4178-92d4-7b7fb6be1182,TWR037,West,Location_87,2024-12-10T07:00:00,2024-12-10T06:47:00,-13.0,Power,85.0,User
be283199-8bf8-472e-93d5-9942d863fbf3,TWR027,Central,Mismatch_2,2024-08-12T23:00:00,2024-08-13T02:00:00,180.0,Other,95.0,Auto
e0d699d3-6383-4d8c-b396-f71b7660136c,TWR023,East,Location_48,2024-05-29T05:00:00,2024-05-29T06:01:00,61.0,Unkown,64.0,Auto
9e39268f-f61d-40d5-a953-b31a6dd18ea4,TWR030,South,Location_10,2024-11-04T15:00:00,2024-11-04T19:04:00,244.0,Software,34.0,Auto
698da0da-4084-4037-b1d0-eaa381e439f4,TWR042,East,Location_64,2024-04-06T23:00:00,2024-04-06T22:48:00,-12.0,Other,96.0,User
e2daaf9e-5642-4dea-9ec5-9134c35af966,TWR024,North,Location_52,2024-02-25T22:00:00,2024-02-26T00:47:00,167.0,Other,145.0,Admin
9843d5a7-7df7-4b52-a1fa-4800dfe9a023,TWR017,Central,Location_32,2024-02-29T03:00:00,2024-02-29T07:56:00,296.0,Power,59.0,Other
e4031a0b-f05a-485b-9363-14a999b13285,TWR099,Central,Location_15,2024-03-10T04:00:00,2024-03-10T05:45:00,105.0,Other,97.0,Admin
ec57b3ed-2ec5-48f2-8e68-d798f1d35d21,TWR017,Central,Location_50,2024-09-23T16:00:00,2024-09-23T18:55:00,175.0,Unkown,110.0,Other
ec7977a8-84f0-4bff-ab37-0fed5a640466,TWR044,North,Location_87,2024-01-20T21:00:00,2024-01-21T01:06:00,246.0,Hardware,7.0,Admin
774082ad-cb49-461d-9529-35d49573792e,TWR024,Central,Location_95,2024-12-31T04:00:00,2024-12-31T07:10:00,190.0,,79.0,Auto
ef1bbb25-9084-4a61-ad23-457c78f3bf35,,North,Mismatch_7,2024-04-15T04:00:00,2024-04-15T07:32:00,212.0,Power,62.0,User
db330ff6-c153-4094-b88c-81549ef1cb76,TWR097,South,Location_33,2024-02-05T14:00:00,2024-02-05T17:07:00,187.0,Other,147.0,Auto
ade3d295-6596-40a7-a44f-319314ff27e2,TWR023,West,Location_16,2024-03-26T08:00:00,2024-03-26T11:13:00,193.0,Unkown,68.0,Admin
d03f4c94-4c0a-4fef-916b-1486bba54ee8,TWR097,Central,Location_16,2024-03-20T10:00:00,2024-03-20T10:20:00,20.0,S0ftware,66.0,Other
84c541b6-d51f-4db2-aa48-2dd54715c368,TWR068,West,Location_80,2024-05-25T03:00:00,2024-05-25T06:00:00,180.0,Power,0.0,
d2f9f10b-35be-428a-9cc2-af8b59de1fe1,TWR047,West,Location_99,2024-06-25T19:00:00,2024-06-25T21:27:00,147.0,Hardware,164.0,User
9e3ad00e-0c04-4bdc-a48a-1041c987c240,TWR012,Central,Location_41,2024-07-17T13:00:00,2024-07-17T17:11:00,251.0,Other,135.0,Auto
70be85ce-08c0-44c7-a920-439cb84c940b,TWR004,Central,Location_2,2024-06-15T06:00:00,2024-06-15T09:54:00,234.0,Software,112.0,Auto
70455ff9-fb75-4470-b052-c1bde1f0de47,TWR039,East,Location_61,2024-10-09T00:00:00,2024-10-09T04:49:00,289.0,Software,213.0,Other
5395bff6-d667-4075-8c2f-852c5a034fc1,TWR090,East,Location_10,2024-07-02T07:00:00,2024-07-02T10:41:00,221.0,,113.0,User
af16c6a4-f340-4910-af30-f88a1d1f089c,TWR005,West,Location_63,2024-05-20T12:00:00,2024-05-20T15:02:00,182.0,,96.0,Admin
a5b51a09-427a-498d-98d9-57ed84f67e57,TWR075,East,Mismatch_8,2024-08-12T22:00:00,2024-08-12T22:49:00,49.0,Other,203.0,Other
e3803d2a-bdea-4538-ac49-5e3fecfd30ad,TWR022,Central,Location_38,2024-02-03T12:00:00,2024-02-03T13:16:00,76.0,Power,73.0,User
,TWR070,South,Location_15,2024-01-04T15:00:00,2024-01-04T15:10:00,10.0,Unkown,88.0,Other
b159e5f5-e90b-418b-9110-279daac03dc9,TWR040,Central,Location_98,2024-05-01T03:00:00,2024-05-01T04:18:00,78.0,Hardware,52.0,Other
d318a776-0e38-4c56-b8f4-831209cd93c4,TWR045,Central,Location_9,2024-05-05T11:00:00,2024-05-05T12:00:00,60.0,Hardware,160.0,Admin
2292005b-a837-47de-9868-a8234e731587,TWR097,North,Location_100,2024-12-07T06:00:00,2024-12-07T09:06:00,186.0,Power,113.0,Admin
9d5e8c72-5c87-46e2-b418-266957154b76,TWR055,Central,Mismatch_7,2024-01-07T09:00:00,2024-01-07T08:53:00,-7.0,Hardware,89.0,Admin
269825c6-1ead-49cf-9b88-b1202050168c,TWR081,North,Location_88,2024-06-22T16:00:00,2024-06-22T18:19:00,139.0,S0ftware,66.0,Auto
bf5adf7f-7cae-4c70-b355-2eb760b03aaf,TWR076,East,Location_51,2024-06-14T02:00:00,2024-06-14T05:58:00,238.0,Unkown,148.0,User
f33b1601-b1b6-4848-8e74-b8a008f5153c,TWR091,East,Location_31,2024-06-30T19:00:00,2024-06-30T19:21:00,21.0,S0ftware,115.0,Admin
ca1b1e85-d1c3-4ed9-99c7-5ebc6350fc54,TWR036,West,Location_49,2024-08-02T11:00:00,2024-08-02T12:11:00,71.0,Software,110.0,Other
61d874d0-3b32-4387-a32c-1ef0b6057b7a,TWR052,South,Location_50,2024-02-04T20:00:00,2024-02-04T22:11:00,131.0,Other,76.0,Other
87741d9d-0aa8-41a3-87f6-b3830b5c2d23,TWR002,Central,Location_36,2024-11-20T15:00:00,2024-11-20T18:44:00,224.0,Other,137.0,Admin
1a001ff5-e611-4d25-b3bd-223da6560b76,TWR041,Central,Location_24,2024-01-31T06:00:00,2024-01-31T08:22:00,142.0,Unkown,42.0,Admin
f0332819-9374-49c5-8a79-abe723b9a81e,TWR069,North,Location_28,2024-02-04T09:00:00,2024-02-04T10:34:00,94.0,Power,138.0,Other
767093d5-cd70-46f3-93f8-f58ee902da72,TWR027,North,Mismatch_1,2024-04-06T00:00:00,2024-04-06T04:14:00,254.0,Hardware,137.0,Admin
74a41138-5808-426a-a702-f8ddca27ce44,TWR069,Central,Location_87,2024-07-08T05:00:00,2024-07-08T04:46:00,-14.0,Hardware,107.0,Admin
3967ae1d-534b-4d56-be59-6634d831a339,TWR033,South,Location_84,2024-10-03T10:00:00,2024-10-03T11:48:00,108.0,S0ftware,71.0,User
f71ef7dd-50db-4c46-9ca1-7b24884a456b,TWR062,Central,Location_66,2024-06-24T00:00:00,2024-06-24T04:07:00,247.0,Software,54.0,User
eb0efa55-59db-4bc9-86a5-1a6940ff6386,TWR048,Central,Location_54,2024-07-01T05:00:00,2024-07-01T08:57:00,237.0,S0ftware,49.0,Auto
e5480fb9-b5f7-4a12-8ec2-3792d77f2d4d,TWR036,East,Location_1,2024-09-22T14:00:00,2024-09-22T18:27:00,267.0,Software,98.0,Admin
ab29dbe7-14ef-4756-aeed-ecd3e83b5f9d,TWR069,North,Location_92,2024-02-13T08:00:00,2024-02-13T10:59:00,179.0,Power,113.0,Admin
53138da4-6a7b-4506-a156-6999c5077957,TWR026,South,Location_64,2024-07-31T02:00:00,2024-07-31T06:07:00,247.0,Other,201.0,Auto
3455ebd8-d10b-4f04-a984-770bfc058873,TWR023,North,Location_74,2024-06-09T18:00:00,2024-06-09T19:55:00,115.0,Hardware,131.0,Auto
73d6bcab-6289-4050-bede-dd3edf786c93,TWR032,East,Location_10,2024-10-08T02:00:00,2024-10-08T05:41:00,221.0,Unkown,234.0,Admin
4e337a5a-a909-4d38-ad5a-3b4de57bdb57,TWR014,East,Location_41,2024-03-19T08:00:00,2024-03-19T09:48:00,108.0,Power,108.0,Other
507bd9c5-4159-446a-99dc-9a7c74e3b4e1,TWR029,East,Location_76,2024-06-26T00:00:00,2024-06-26T00:32:00,32.0,Unkown,135.0,Auto
29092e77-4c37-407f-bc59-63b3feb49ebd,TWR012,North,Location_92,2024-10-04T10:00:00,2024-10-04T13:34:00,214.0,Hardware,163.0,Other
227cd32b-da08-4b33-b90a-21757784e4cd,TWR026,South,Location_68,2024-02-23T13:00:00,2024-02-23T13:53:00,,Other,128.0,User
31896e70-0364-4128-8a89-b72fad6722ed,TWR057,North,Location_19,2024-04-24T19:00:00,2024-04-24T23:58:00,298.0,Power,174.0,Admin
02b0e553-d189-4ccd-be8c-14b08846c91c,TWR041,West,Mismatch_10,2024-01-04T20:00:00,2024-01-05T00:56:00,296.0,S0ftware,86.0,Admin
357d86fc-08e1-4ccd-b10d-a3f3ab3dde83,TWR047,South,Location_21,2024-10-06T09:00:00,2024-10-06T11:31:00,151.0,Software,144.0,Admin
586ba1ed-27d1-459a-a08c-e6878dab49d9,TWR059,Central,Location_76,2024-10-22T02:00:00,2024-10-22T03:43:00,103.0,Power,92.0,User
db8e4928-3e7f-4714-b374-79a2b628acd2,TWR077,West,Mismatch_4,2024-11-26T04:00:00,2024-11-26T07:55:00,235.0,Software,52.0,Other
3dfeb6f6-8c74-4f77-b878-7bd9c9d0c660,TWR015,South,Mismatch_9,2024-11-14T16:00:00,2024-11-14T18:28:00,148.0,Power,181.0,Admin
8cc07e80-062a-4323-b4a8-67a8120eb99d,TWR062,West,Location_59,2024-10-15T14:00:00,2024-10-15T15:01:00,61.0,Other,32.0,Other
80b57884-5d02-4d2e-86b7-b2e75f3a0631,TWR027,East,Location_21,2024-02-03T19:00:00,2024-02-03T23:25:00,265.0,Other,122.0,Admin
e05e02c3-c6be-43d9-9f8a-639592f4ab37,TWR066,East,Location_24,2024-03-04T16:00:00,2024-03-04T20:33:00,273.0,Other,165.0,Other
2641e19e-9303-47c4-a178-026bad1f295f,TWR084,East,Location_44,2024-08-10T18:00:00,2024-08-10T22:08:00,248.0,Power,32.0,Admin
083b5209-8c05-47b2-b72e-f163fa603057,,East,Location_62,2024-01-25T01:00:00,2024-01-25T01:37:00,37.0,Unkown,85.0,Admin
8033595c-7ce7-427e-a610-db40e71bf30c,TWR049,Central,Location_59,2024-12-26T10:00:00,2024-12-26T09:49:00,-11.0,S0ftware,83.0,Admin
1760c745-e4fe-4e8b-80a3-f51ea6816ff1,TWR007,East,Location_36,2024-07-16T06:00:00,2024-07-16T10:06:00,246.0,S0ftware,122.0,User
39251fa2-8dc4-4a02-a629-ddb289d26802,TWR053,North,Location_77,2024-11-13T00:00:00,2024-11-12T23:40:00,-20.0,Other,53.0,User
d4c52c2c-67b4-4d8d-bd58-51cea57897da,TWR037,South,Location_91,,2024-03-11T12:04:00,4.0,S0ftware,5.0,Admin
50605f4d-a3c8-46f0-846e-1cadebca3ef5,TWR067,South,Location_25,2024-07-22T23:00:00,2024-07-23T01:11:00,131.0,Unkown,7.0,Auto
5bcd2448-df80-4544-96ea-6b54cebe722c,TWR076,South,Location_62,2024-02-16T13:00:00,2024-02-16T16:38:00,218.0,Hardware,17.0,User
ed2da921-ee29-475c-bb9b-1195320e1cf4,TWR098,South,Location_86,2024-01-25T21:00:00,2024-01-26T01:59:00,299.0,Unkown,88.0,Auto
8aea36d0-209f-4dd2-be58-4346744ed370,TWR015,East,Location_9,2024-03-17T06:00:00,2024-03-17T08:31:00,151.0,Power,113.0,Auto
75ea88da-b3ef-49f1-8509-b79f59516fe8,TWR033,South,Mismatch_2,2024-11-24T20:00:00,2024-11-24T20:52:00,52.0,Hardware,39.0,User
389b9836-06a1-4a98-9417-4fc9acd8d43d,TWR002,West,Mismatch_2,2024-11-19T17:00:00,2024-11-19T18:59:00,119.0,S0ftware,117.0,Other
7dadd3bf-3655-4755-9d05-3e188f69a7d2,TWR056,South,Location_97,2024-08-13T19:00:00,2024-08-13T19:59:00,59.0,S0ftware,93.0,Admin
2baffa2b-0ac7-45ec-9b81-cc54e69dd22c,TWR085,West,Location_99,2024-04-04T11:00:00,2024-04-04T14:01:00,181.0,Software,107.0,Admin
,TWR046,Central,Mismatch_8,2024-11-18T03:00:00,2024-11-18T04:29:00,89.0,Software,174.0,Auto
3d9be4d7-8b2d-45c8-92fa-6e7e87ab62b0,TWR070,West,Location_6,2024-11-12T16:00:00,2024-11-12T20:23:00,263.0,Software,138.0,Auto
69e87b7d-f95a-43c1-ae1e-cd4ab95a508f,TWR069,South,Location_29,2024-03-14T14:00:00,2024-03-14T14:00:00,0.0,Hardware,197.0,Auto
9115d8e2-a68d-4fc3-bff8-6296add81d48,TWR065,South,Location_41,2024-06-11T16:00:00,2024-06-11T19:13:00,193.0,Power,125.0,Admin
496d3583-5ad0-497b-b525-73dacf8b6071,TWR077,Central,Location_27,2024-05-29T13:00:00,2024-05-29T13:37:00,37.0,Software,123.0,Admin
decce143-4815-4320-a51c-318100bf8c4b,TWR041,North,Location_70,2024-12-16T19:00:00,2024-12-16T19:15:00,15.0,Unkown,156.0,Auto
1c9c99ae-1328-4107-bf35-40cc9d0a2351,TWR045,East,Location_54,2024-04-24T14:00:00,2024-04-24T16:54:00,174.0,Unkown,127.0,Auto
2f8f59d4-4f54-4650-aa09-53ec17a10dcc,TWR030,Central,Location_6,2024-06-28T21:00:00,2024-06-28T21:18:00,18.0,Software,76.0,Other
a0bd049c-4af3-4302-92fb-bfcba9b7b3c3,TWR092,East,Location_70,2024-01-01T13:00:00,2024-01-01T15:10:00,130.0,Other,125.0,Auto
99abc9f5-46df-483d-870c-2f5bddd42b63,TWR051,West,Mismatch_10,2024-08-09T22:00:00,2024-08-09T21:30:00,-30.0,Other,135.0,User
0d98af04-489a-4bc7-a23a-5038ac365c52,TWR062,Central,Location_74,2024-01-05T06:00:00,2024-01-05T08:49:00,169.0,Other,29.0,User
e3732381-4e35-4c3e-a5ea-69b96dda7353,TWR087,South,Location_50,2024-11-16T10:00:00,2024-11-16T13:36:00,216.0,Other,126.0,Admin
f94a3367-9bad-4eff-a854-b6af620a9c36,TWR049,South,Location_81,2024-12-08T02:00:00,2024-12-08T04:42:00,162.0,Software,117.0,User
9a23f3ba-2dd8-497a-bf81-33ac73dc664c,TWR087,East,Location_49,2024-11-23T03:00:00,2024-11-23T02:30:00,-30.0,Power,197.0,Other
af2b0825-82b2-43d4-8e8d-6dcc91177626,TWR037,West,Location_38,2024-11-21T22:00:00,2024-11-22T01:16:00,196.0,Other,71.0,Admin
f81e9785-29ba-4265-b4d7-e9d0a5e9ec20,TWR007,West,Location_3,2024-04-10T23:00:00,2024-04-10T22:49:00,-11.0,Software,54.0,Other
70740d34-0e3b-48bf-89c8-97b050efb5f5,TWR035,Central,Mismatch_5,2024-09-01T09:00:00,2024-09-01T13:28:00,268.0,Unkown,118.0,Other
2303a48c-803c-449e-a389-c1f88cc70de3,TWR016,Central,Location_82,2024-02-05T21:00:00,2024-02-06T00:15:00,195.0,Other,88.0,Admin
b0d67194-e17f-4d14-ac9a-64db3f396670,TWR058,East,Location_12,2024-01-20T10:00:00,2024-01-20T11:02:00,62.0,Unkown,44.0,User
4fe3af28-8d32-4bcd-a3dc-4b947c15d295,TWR084,South,Location_26,2024-09-05T13:00:00,2024-09-05T17:46:00,286.0,Power,137.0,Admin
1a77d65b-b2d6-4152-af7d-a6468869b5fd,TWR045,Central,Location_48,2024-07-29T09:00:00,2024-07-29T09:08:00,8.0,Power,63.0,User
bb25fa7c-fb29-4dff-9f21-cd72c2e42057,TWR020,Central,Location_2,2024-10-13T09:00:00,2024-10-13T13:33:00,273.0,Power,44.0,Auto
